Gene	NPat	KnownDriver	Mode	AllDriver	MutSigCV	OncodriveFM	OncodriveCLUST	NMC	MutSig-CL	e-Driver	e-Driver3D	iPAC	GraphPAC	SpacePAC	CLUMPS	iSIMPRe	ActiveDriver	Hotspot	LowMACA	Detected
ACBD5	12	No	N/A	No	1	0.0934430416276925	0.22129056329	1	0.0882	1	1	1	1	1	1	1	1	1	1	0
KAL1	7	No	N/A	No	1	1	1	1	0.131	1	1	1	1	1	1	1	1	1	1	0
LTN1	17	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SLC2A14	11	No	N/A	No	1	1	1	1	0.908	1	1	1	1	1	0.940696	1	1	1	1	0
FILIP1	12	No	N/A	No	0.4212609	1	1	1	0.769	1	1	1	1	1	1	1	1	1	1	0
ATG7	7	No	N/A	No	1	0.86142393521666	1	1	0.921	1	1	1	1	1	0.8686	1	1	1	1	0
KBTBD3	13	No	N/A	No	1	1	1	1	0.85	1	1	1	1	1	1	1	1	1	1	0
SPATA21	5	No	N/A	No	1	1	1	1	0.512	1	1	1	1	1	1	1	1	1	1	0
SHOX	14	No	N/A	No	0.05721267	1	1	1	0.216	1	1	1	1	1	1	1	1	1	1	0
PPP3R1	10	No	N/A	No	0.3286752	0.572718956755988	1	1	0.508	1	1	1	1	1	0.853347	1	1	1	1	0
APEH	11	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
IBA57	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PTEN	11	No	TSG	Missense somatic drivers in other tissues	0.0007157729	8.17004173545235e-07	1	1	0.489	1	1	1	1	1	0.755148	1	0.211754567546245	1	1	2
DEFB115	6	No	N/A	No	1	1	1	1	0.225	1	1	1	1	1	1	1	1	1	1	0
SRRM3	5	No	N/A	No	0.2528426	1	1	0.002295918	0.226	1	1	1	1	1	1	1	1	1	1	1
TDRD7	11	No	N/A	No	0.5125443	1	1	1	0.158	1	1	1	1	1	1	1	1	1	1	0
RP11-101E3.5	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
HSPA4	5	No	N/A	No	0.5432766	0.0941431562047218	1	1	0.683	1	1	1	1	1	1	1	1	1	1	0
SLC7A2	6	No	N/A	No	1	1	1	1	0.279	1	1	1	1	1	1	1	1	1	1	0
MT1H	5	No	N/A	No	0.1388504	1	1	1	0.828	1	1	1	1	1	1	1	1	1	1	0
SLC35F1	20	No	N/A	No	0.7063118	1	1	1	0.544	1	1	1	1	1	1	1	0.205024917657927	1	1	0
CDH9	66	No	N/A	No	0.1608895	1	1	1	0.0786	1	1	1	1	1	0.893218	1	1	1	1	0
PIGN	12	No	N/A	No	1	1	1	1	0.835	1	1	1	1	1	1	1	1	1	1	0
SLC38A8	10	No	N/A	No	0.05659453	1	1	1	0.531	1	1	1	1	1	1	1	1	1	1	0
HOXA9	5	No	OG	Other somatic drivers in other tissues	0.6693549	1	0.0107520760273	1	0.593	1	1	1	1	1	1	1	1	1	1	1
ASMT	13	No	N/A	No	0.7773512	1	1	1	0.0402	1	1	1	1	1	0.84456	1	1	1	1	1
SLC16A1	6	No	N/A	No	0.5027748	1	1	1	0.412	1	1	1	1	1	1	1	1	1	1	0
LRRC73	8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZNF691	5	No	N/A	No	1	0.96032679864361	1	1	0.991	1	1	1	1	1	1	1	0.155872626185575	1	1	0
PLCL2	16	No	N/A	No	1	1	1	1	0.706	1	1	1	1	1	0.813571	1	1	1	1	0
PPP1R37	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CLRN1	9	No	N/A	No	1	1	1	1	0.359	1	1	1	1	1	1	1	1	1	1	0
KCNJ5	12	No	Unk	Missense somatic drivers in other tissues	0.854778	1	1	1	0.701	1	1	1	1	1	0.827475	1	1	1	1	0
OR5D13	35	No	N/A	No	1	1	1	1	0.2	1	1	1	1	1	0.976062	1	1	1	1	0
KCNS3	11	No	N/A	No	0.5609397	1	1	1	0.309	1	1	1	1	1	0.92874	1	1	1	1	0
PCDHGA9	132	No	N/A	No	1	1	1	1	0.786	1	1	1	1	1	0.92874	1	1	1	1	0
HBG2	144	No	N/A	No	1	1	1	1.950757e-05	0.0256	1	1	1	1	1	0.534728	0.001131	1	1	1	3
MICALCL	17	No	N/A	No	0.6856975	1	1	1	0.163	0.181176296310937	1	1	1	1	1	0.0001483	1	1	1	1
ITGAV	14	No	N/A	No	0.4071821	0.147965743941266	1	1	0.293	1	1	1	1	1	0.841329	1	0.137542558179065	1	1	0
ATAD2	21	No	N/A	No	0.03609683	0.00119274579043848	0.322418394372	1	0.109	1	1	1	1	1	0.92874	1	0.00333450153981116	1	1	3
FOXN3	5	No	N/A	No	1	0.555834230823785	1	1	0.399	1	1	1	1	1	1	1	1	1	1	0
ZNF408	5	No	N/A	No	0.728547	1	1	1	0.362	1	1	1	1	1	1	1	0.174004499845251	1	1	0
POU4F2	19	No	N/A	No	1	1	1	1	0.824	1	1	1	1	1	0.998017	5.411e-05	1	1	1	1
MYOM1	16	No	N/A	No	0.5424694	1	1	1	0.937	1	1	1	1	1	1	1	1	1	1	0
PRAMEF1	12	No	N/A	No	0.08513023	1	1	1	0.621	1	1	1	1	1	1	1	1	1	1	0
CSE1L	7	No	N/A	No	0.874336	1	1	1	0.623	1	1	1	1	1	0.998017	1	1	1	1	0
CNR1	15	No	N/A	No	0.7977666	1	1	1	0.45	1	1	1	1	1	1	1	1	1	1	0
FANCE	6	No	Unk	Other germline drivers in other tissues	0.4698379	1	1	1	0.445	1	1	1	1	1	1	1	0.14050533170499	1	1	0
SPEF1	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ACRC	16	No	N/A	No	1	1	1	1	0.169	1	1	1	1	1	1	1	1	1	1	0
MASP1	20	No	N/A	No	1	1	1	1	0.764	1	1	1	1	1	0.89591	1	1	1	1	0
SH3RF3	5	No	N/A	No	1	1	1	1	0.648	1	1	1	1	1	1	1	0.128732189767756	1	1	0
SLC5A9	10	No	N/A	No	1	1	1	1	0.263	1	1	1	1	1	1	1	1	1	1	0
ALDH3A2	5	No	N/A	No	0.6126968	0.56135822268804	1	1	0.514	1	1	1	1	1	1	1	1	1	1	0
C1QTNF9B-AS1	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OR13C9	9	No	N/A	No	0.5788724	1	1	1	0.165	1	1	1	1	1	0.802339	1	1	1	1	0
TACR3	15	No	N/A	No	1	1	1	1	0.851	1	1	1	1	1	0.884724	1	1	1	1	0
ASNS	7	No	N/A	No	0.9197634	0.672648570912694	0.0634165244918	1	0.137	0.791881244351726	1	1	1	1	1	1	1	1	1	0
PLA2G3	7	No	N/A	No	0.6708502	1	1	1	0.641	1	1	1	1	1	1	1	1	1	1	0
EVI2A	9	No	N/A	No	0.4937085	1	1	1	0.594	1	1	1	1	1	1	1	1	1	1	0
TMEM57	5	No	N/A	No	1	1	1	1	0.482	1	1	1	1	1	1	1	0.108904808230577	1	1	0
ZNF420	7	No	N/A	No	1	0.448954993902225	1	1	0.287	1	1	1	1	1	1	1	1	1	1	0
SNX25	9	No	N/A	No	0.2666661	0.187569609910261	1	1	0.125	1	1	1	1	1	1	1	1	1	1	0
PLSCR2	6	No	N/A	No	1	1	1	1	0.25	1	1	1	1	1	1	1	1	1	1	0
OR2M4	33	No	N/A	No	0.04331114	1	1	1	0.274	1	1	1	1	1	0.924518	1	1	1	1	1
EIF3E	7	No	Unk	Other somatic drivers in other tissues	1	0.735540138944729	1	1	0.111	1	1	1	1	1	0.577167	1	1	1	1	0
HNRNPM	9	No	N/A	No	0.5899393	0.580006982819915	1	1	0.574	1	1	1	1	1	1	1	1	1	1	0
CLIP2	14	No	N/A	No	1	0.741163563349036	1	1	0.0462	0.977584117246549	1	1	1	1	1	1	0.201607845044878	1	1	1
ZNF649	10	No	N/A	No	1	1	1	1	0.226	1	1	1	1	1	0.874768	1	1	1	1	0
HIST1H2BC	13	No	N/A	No	1	1	1	1	0.732	1	1	1	1	1	1	1	1	1	1	0
GAB1	6	No	N/A	No	1	0.625725917724838	0.0634165244918	1	0.516	1	1	1	1	1	1	1	0.000633063673310957	1	1	1
FAM117B	5	No	N/A	No	0.8169846	1	1	1	0.883	1	1	1	1	1	1	1	0.130941227560423	1	1	0
KRTAP19-4	11	No	N/A	No	0.5758083	1	1	1	0.42	1	1	1	1	1	1	1	1	1	1	0
OR10R2	17	No	N/A	No	0.001681778	1	1	1	0.802	1	1	1	1	1	1	1	1	1	1	1
HAAO	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
COL14A1	53	No	N/A	No	1	1	1	1	0.952	1	1	1	1	1	0.797848	1	1	1	1	0
NBPF14	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZNF621	6	No	N/A	No	1	0.840727862632074	1	1	0.408	1	1	1	1	1	1	1	0.173106002126807	1	1	0
KANK4	24	No	N/A	No	1	1	1	1	0.907	1	1	1	1	1	1	1	1	1	1	0
DDX3X	6	No	TSG	Missense somatic drivers in other tissues	0.2970676	0.43675762911027	1	1	0.593	1	1	1	1	1	1	1	0.146422904356447	1	1	0
POLR3B	26	No	N/A	No	0.2456535	0.0153153308970047	0.199310440878	1.750276e-08	0.199	0.661938415232441	1	1	1	1	0.434966	1	0.199184482601779	1	1	2
ZCCHC5	30	No	N/A	No	1.748989e-11	1	1	1	0.408	0.977584117246549	1	1	1	1	1	1	1	1	1	1
GSG2	6	No	N/A	No	1	1	1	1	0.751	1	1	1	1	1	1	1	1	1	1	0
KIAA0513	5	No	N/A	No	0.1670975	1	1	1	0.863	1	1	1	1	1	1	1	1	1	1	0
PDE7B	6	No	N/A	No	0.8816437	1	1	1	0.731	1	1	1	1	1	1	1	1	1	1	0
DNAJC21	7	No	N/A	No	1	0.900549868506816	1	1	0.0961	1	1	1	1	1	1	1	1	1	1	0
LCLAT1	9	No	N/A	No	0.4290717	1	1	1	0.452	1	1	1	1	1	1	1	1	1	1	0
PPP1R15B	11	No	N/A	No	1	0.367636152620311	1	1	0.269	1	1	1	1	1	1	1	1	1	1	0
ALKBH5	5	No	N/A	No	0.9153442	0.927852411856549	1	1	0.508	1	1	1	1	1	1	1	0.119459280138776	1	1	0
CCDC170	14	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CPSF4	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OR2T34	29	No	N/A	No	0.05248238	1	1	1.436611e-06	0.584	1	1	1	1	1	0.51945	1	1	1	1	1
ZNF195	11	No	N/A	No	0.1976114	1	1	1	0.805	1	1	1	1	1	1	1	0.198519558538479	1.01255668113276e-06	1	1
CNTF	7	No	N/A	No	0.7507223	1	1	1	0.92	1	1	1	1	1	1	1	1	1	1	0
C9orf131	9	No	N/A	No	0.5788724	1	1	1	0.935	1	1	1	1	1	1	1	1	1	1	0
SPOCK1	10	No	N/A	No	0.05176543	0.239395130387463	1	1	0.442	1	1	1	1	1	0.891795	1	1	1	1	0
PLEK	10	No	N/A	No	0.1608494	0.33966159891946	1	1	0.431	1	1	1	1	1	1	1	1	1	1	0
AC010336.1	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RD3	5	No	N/A	No	0.3210982	1	1	1	0.246	1	1	1	1	1	1	1	1	1	1	0
SCAF11	13	No	N/A	No	1	1	1	0.0004044544	1	1	1	1	1	1	1	1	0.000309855158650153	1	1	2
C16orf92	7	No	N/A	No	0.6435355	1	1	1	0.363	1	1	1	1	1	1	1	1	1	1	0
SPG7	8	No	N/A	No	1	1	1	1	0.643	1	1	1	1	1	1	1	1	1	1	0
C10orf54	9	No	N/A	No	1	1	1	1	0.201	1	1	1	1	1	1	1	1	1	1	0
ENPP3	21	No	N/A	No	0.4290052	1	1	1	0.382	1	1	1	1	1	0.866342	1	1	1	1	0
BCAM	5	No	N/A	No	1	1	1	1	0.261	1	1	1	1	1	1	1	1	1	1	0
DHX58	8	No	N/A	No	1	1	1	1	0.661	1	1	1	1	1	1	1	1	1	1	0
GAA	16	No	N/A	No	0.7520399	0.329781317433216	1	1	0.183	1	1	1	1	1	0.966059	1	1	1	1	0
C1orf87	7	No	N/A	No	1	1	1	1	0.15	1	1	1	1	1	1	1	1	1	1	0
LAMA2	81	No	N/A	No	0.6923751	0.887921719392895	0.236623089037	4.149544e-06	0.896	0.719525801740345	1	1	1	1	0.6926	1	1	1	1	1
LOXL4	5	No	N/A	No	1	0.326822545840724	1	1	0.831	1	1	1	1	1	1	1	1	1	1	0
CENPJ	12	No	N/A	No	1	0.222578043343957	0.22129056329	1	0.0512	0.637623674474837	1	1	1	1	1	1	1	1	1	0
PCSK5	29	No	N/A	No	0.2450565	1	1	1	0.342	0.743143595311156	1	1	1	1	0.849361	1	1	1	1	0
PPM1D	7	No	N/A	No	0.5031733	0.166171618000127	1	1	0.883	1	1	1	1	1	0.851184	1	1	1	1	0
HOXB3	25	No	N/A	No	0.04402413	0.0380410211545345	1	1	0.505	1	1	1	1	1	1	1	1	1	1	2
KRTAP26-1	11	No	N/A	No	0.549124	1	1	1	0.971	1	1	1	1	1	1	1	1	1	1	0
FASTKD1	7	No	N/A	No	0.6622638	0.131713046053916	1	1	0.298	1	1	1	1	1	1	1	1	1	1	0
DUOXA2	14	No	N/A	No	1	1	1	1	0.806	1	1	1	1	1	1	1	1	1	1	0
STAM2	6	No	N/A	No	1	1	0.0301408657406	1	0.402	1	1	0.03030303	0.03030303	0.021	1	1	1	1	1	4
ANKFN1	20	No	N/A	No	0.03236953	1	1	1	0.612	1	1	1	1	1	1	1	1	1	1	1
RP11-512M8.5	12	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KIF5C	12	No	N/A	No	1	1	1	1	0.965	1	1	1	1	1	1	1	1	1	1	0
GABRD	8	No	N/A	No	0.1970553	1	1	1	0.668	1	1	1	1	1	1	1	1	1	1	0
PNPLA7	11	No	N/A	No	0.9332249	1	1	1	0.128	1	1	1	1	1	1	1	1	1	1	0
CHST2	14	No	N/A	No	0.1304027	1	1	1	0.985	1	1	1	1	1	1	1	1	1	1	0
PTH2	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	0.001082	1	1	1	1
SIMC1	9	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CHKA	5	No	N/A	No	1	1	1	1	0.876	1	1	1	1	1	1	1	1	1	1	0
SCAP	13	No	N/A	No	1	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	0
HTR1E	24	No	N/A	No	0.006682934	1	1	1	0.275	1	1	1	1	1	0.940867	1	1	1	1	1
SLC5A1	14	No	N/A	No	0.1434732	1	1	1	0.278	1	1	1	1	1	0.94627	1	1	1	1	0
IRF4	12	No	OG/TSG	Other somatic drivers in other tissues	0.3223543	0.231809849857469	1	1	0.789	1	1	1	1	1	1	1	1	1	1	0
BPIFB4	9	No	N/A	No	1	1	1	1	1	1	1	1	1	1	0.434966	1	1	1	1	0
C10orf53	5	No	N/A	No	0.9415085	1	1	1	0.374	1	1	1	1	1	1	1	1	1	1	0
SLC25A53	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OR4N2	31	No	N/A	No	0.2682269	1	1	1	0.692	1	1	1	1	1	0.934889	1	1	1	1	0
PCDH19	25	No	N/A	No	1	1	1	1	0.4	1	1	1	1	1	0.93069	1	1	1	1	0
TBKBP1	5	No	N/A	No	0.1680206	1	1	1	0.58	1	1	1	1	1	1	1	1	1	1	0
ZNF208	65	No	N/A	No	1	1	1	1	0.0622	1	1	1	1	1	0.711575	1	1	1	1	0
SULF1	17	No	N/A	No	1	0.919026684256975	0.205893842734	1	0.573	0.936497996382233	1	1	1	1	1	1	1	1	1	0
ZNF41	12	No	N/A	No	0.03365467	0.190232604062528	0.22129056329	1	0.902	1	1	1	1	1	1	1	1	1	1	1
ZNF182	6	No	N/A	No	1	0.911004940740518	1	1	0.332	1	1	1	1	1	1	1	1	1	1	0
ITGA7	17	No	N/A	No	1	1	1	1	0.63	1	1	1	1	1	0.975898	1	1	1	1	0
POLR3E	8	No	N/A	No	1	1	1	1	0.193	1	1	1	1	1	1	1	0.173210812858429	1	1	0
BBX	12	No	N/A	No	1	1	0.242974966049	1	0.7	1	1	1	1	1	1	1	0.177956616544036	1	1	0
C22orf42	6	No	N/A	No	0.5085692	1	1	1	0.958	1	1	1	1	1	1	1	1	1	1	0
GUCY1B3	11	No	N/A	No	0.7773759	1	1	1	0.146	0.719525801740345	1	1	1	1	0.740921	1	1	1	1	0
CER1	7	No	N/A	No	0.4414406	1	1	1	0.109	1	1	1	1	1	1	1	1	1	1	0
AKAP9	35	No	OG	Other somatic drivers in other tissues	1	1	1	1	0.984	1	1	1	1	1	1	1	1	1	1	0
SPZ1	11	No	N/A	No	0.0113292	1	1	1	0.38	1	1	1	1	1	1	1	1	1	1	1
MEP1A	11	No	N/A	No	0.9198505	1	1	1	0.264	1	1	1	1	1	0.211628	1	1	1	1	0
HECTD4	33	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
EXOSC7	5	No	N/A	No	0.3710792	0.119246099202483	1	1	0.397	1	1	1	1	1	1	1	0.161065900408502	1	1	0
IDO2	5	No	N/A	No	1	1	1	1	0.507	1	1	1	1	1	0.84456	1	1	1	1	0
TAGLN3	5	No	N/A	No	0.4181887	1	1	1	0.782	1	1	1	1	1	1	1	1	1	1	0
PES1	7	No	N/A	No	1	0.00228920592247767	1	1	0.158	1	1	1	1	1	1	1	1	1	1	1
KIAA1211	44	No	N/A	No	1	1	0.344471383014	1	0.23	1	1	1	1	1	1	1	0.152858693272418	1	1	0
IPO5	5	No	N/A	No	1	1	1	1	0.171	1	1	1	1	1	0.896144	1	0.189760387022777	1	1	0
SBSN	17	No	N/A	No	0.0009504559	1	1	1	0.563	1	1	1	1	1	1	1	1	1	1	1
ITGAX	53	No	N/A	No	0.00103363	0.12673992563863	0.45946120418	1	0.0176	1	1	1	1	1	0.603107	1	1	1	1	2
STAT3	12	No	OG	Missense somatic drivers in other tissues	0.3307315	1	1	1	0.678	1	1	1	1	1	0.767915	1	0.0188789006108869	1	1	1
C3orf35	6	No	N/A	No	0.1116834	1	1	1	0.17	1	1	1	1	1	1	1	1	1	1	0
NUDT22	12	No	N/A	No	0.9762613	1	1	1	0.0737	1	1	1	1	1	1	1	1	1	1	0
FOXO4	14	No	OG/TSG	Other somatic drivers in other tissues	0.05651308	0.222927442693859	0.137798603258	1	0.0515	1	1	1	1	1	1	1	1	1	1	0
MSRA	6	No	N/A	No	1	1	1	1	0.599	1	1	1	1	1	1	1	1	1	1	0
ENC1	6	No	N/A	No	1	0.311765597447954	1	1	0.146	0.93479910562619	1	1	1	1	0.687412	1	1	1	1	0
LPIN3	17	No	N/A	No	1	1	1	1	0.64	1	1	1	1	1	1	1	1	1	1	0
SMG7	11	No	N/A	No	1	0.589105978030423	1	1	0.758	1	1	1	1	1	1	1	1	1	1	0
MAS1	5	No	N/A	No	0.2822625	1	1	1	0.403	1	1	1	1	1	1	1	1	1	1	0
QRSL1	6	No	N/A	No	1	1	0.0301408657406	1	0.516	1	1	1	1	1	1	1	1	1	1	1
KLHL41	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
POLM	6	No	N/A	No	1	0.673029143850605	1	1	0.734	1	1	1	1	1	1	1	1	1	1	0
HECTD3	7	No	N/A	No	0.9310928	0.706106179474411	1	1	0.779	1	1	1	1	1	1	1	1	1	1	0
RECQL	11	No	N/A	No	0.9740647	0.00682269428063398	1	1	0.917	1	1	1	1	1	1	1	0.189346503099617	1	1	1
ROR2	34	No	N/A	No	1	0.610327471819218	0.296129069535	1	0.891	1	1	1	1	1	0.894842	1	0.201754021264443	1	1	0
PRKDC	53	No	N/A	No	0.02206957	0.785474362746867	0.47677236775	1	0.691	1	1	1	1	1	1	1	1	1	1	1
REC8	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PGAM2	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DSPP	12	No	N/A	No	1	1	1	1	0.255	1	1	1	1	1	1	1	1	1	1	0
RP2	7	No	N/A	No	0.07183557	0.115318093981118	1	1	0.447	1	1	1	1	1	1	1	1	1	1	0
DNAH14	7	No	N/A	No	1	1	1	1.081155e-05	1	1	1	1	1	1	1	1	0.087333102279505	1	1	1
ASTL	16	No	N/A	No	4.078119e-05	1	1	1	0.977	1	1	1	1	1	0.8686	1	1	1	1	1
UTP14A	12	No	N/A	No	0.05964906	1	1	1	0.493	1	1	1	1	1	1	1	0.00119965383647299	1	1	1
ATP7B	21	No	N/A	No	1	1	0.353290980459	1	0.665	1	1	1	1	1	1	1	1	1	1	0
ZIC4	39	No	N/A	No	0.5885006	1	1	1	0.0945	1	1	1	1	1	0.93069	1	1	1	1	0
GLS	8	No	N/A	No	0.08850056	0.684285700770262	1	1	0.621	1	1	1	1	1	0.662487	1	1	1	1	0
EYA3	9	No	N/A	No	0.9416282	0.383316976594666	1	1	0.138	1	1	1	1	1	1	1	0.0450105842279388	1	1	1
RNF216	11	No	N/A	No	0.205317	0.907957157702193	1	1	0.0864	1	1	1	1	1	1	1	1	1	1	0
AC010646.3	8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
MYO19	14	No	N/A	No	1	1	1	1	0.366	1	1	1	1	1	0.978903	1	0.164345962240756	1	1	0
CDH23	59	No	N/A	No	0.7359343	1	1	1	0.812	0.185188652666937	1	1	1	1	0.813571	1	1	1	1	0
DCLRE1A	16	No	N/A	No	1	0.745033546867258	0.281939728329	1	0.907	1	1	1	1	1	1	1	1	1	1	0
NDRG4	7	No	N/A	No	0.5639043	1	1	1	0.521	1	1	1	1	1	1	1	1	1	1	0
DPT	5	No	N/A	No	0.2194913	1	1	1	0.352	1	1	1	1	1	1	1	1	1	1	0
ITIH1	10	No	N/A	No	0.3133603	1	1	1	0.642	1	1	1	1	1	1	1	1	1	1	0
YTHDC1	8	No	N/A	No	1	1	0.0301408657406	1	0.626	1	1	1	1	1	1	1	1	1	1	1
SRPX2	8	No	N/A	No	1	1	1	1	0.407	1	1	1	1	1	1	1	1	1	1	0
CST9	7	No	N/A	No	0.7290714	1	1	1	0.856	1	1	1	1	1	1	1	1	1	1	0
TONSL	11	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GYPB	10	No	N/A	No	0.5387713	1	1	1	0.105	1	1	1	1	1	1	1	1	1	1	0
DCAF4	5	No	N/A	No	1	1	1	1	0.812	1	1	1	1	1	1	1	1	1	1	0
GRIK2	38	No	N/A	No	0.04706114	1	1	1	0.0506	1	1	1	1	1	0.687412	1	1	1	1	1
USO1	5	No	N/A	No	1	1	1	1	0.78	1	1	1	1	1	1	1	1	1	1	0
PLA2G7	6	No	N/A	No	1	1	1	1	0.122	1	1	1	1	1	1	1	1	1	1	0
ZNF581	7	No	N/A	No	0.2420671	0.115318093981118	1	1	0.0684	1	1	1	1	1	1	1	1	1	1	0
SERPINA12	14	No	N/A	No	0.6327946	1	1	1	0.865	1	0.852664688384481	1	1	1	0.837137	1	1	1	1	0
TNFRSF8	11	No	N/A	No	0.8419644	1	1	3.519323e-05	0.705	0.162155124455511	1	1	1	1	0.893218	1	1	1	1	1
KRT19	6	No	N/A	No	0.8575371	1	1	1	0.291	1	1	1	1	1	1	1	0.192684857959185	1	1	0
PLEKHM3	8	No	N/A	No	0.7342594	1	0.137798603258	1	0.179	1	1	1	1	1	1	1	1	1	1	0
GCOM1	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
EEPD1	10	No	N/A	No	0.6298657	1	0.0107520760273	1	0.128	1	1	1	1	1	1	1	0.0953039176909716	1	1	1
TMX2-CTNND1	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
LCE1D	6	No	N/A	No	0.06896296	1	1	1	0.967	1	1	1	1	1	1	1	1	1	1	0
RNF157	7	No	N/A	No	1	1	1	1	0.384	1	1	1	1	1	1	1	1	1	1	0
BBS2	8	No	N/A	No	0.3218986	1	1	1	0.958	1	1	1	1	1	1	1	1	1	1	0
CATSPER4	11	No	N/A	No	1	1	1	1	0.0874	1	1	1	1	1	1	1	1	1	1	0
EP300	11	No	Unk	Missense somatic drivers in other tissues	1	0.953270730696193	1	1	0.0933	1	1	1	1	1	1	1	0.00918083625779348	1	1	1
GPC2	13	No	N/A	No	0.2926837	1	1	1	0.745	1	1	1	1	1	1	1	1	1	1	0
OSBPL6	15	No	N/A	No	0.07462376	1	1	1	0.455	1	1	1	1	1	0.827809	1	1	1	1	0
AGA	6	No	N/A	No	1	1	1	1	0.158	1	1	1	1	1	1	1	1	1	1	0
NTF3	11	No	N/A	No	0.2560744	1	1	1	0.492	1	1	1	1	1	1	1	1	1	1	0
CD72	11	No	N/A	No	1	1	1	1	0.284	1	1	1	1	1	1	1	1	1	1	0
PPIP5K2	9	No	N/A	No	1	1	1	1	0.328	1	1	1	1	1	1	1	0.0013795425749748	1	1	1
KCNA6	11	No	N/A	No	1	1	1	1	0.786	1	1	1	1	1	1	1	1	1	1	0
PCMT1	5	No	N/A	No	0.8553355	0.998611271972918	1	1	0.294	1	1	1	1	1	1	1	1	1	1	0
MKI67	43	No	N/A	No	1	0.468049256474062	1	2.986821e-06	0.204	0.145657110172378	1	1	1	1	1	1	3.20979245022352e-06	1	1	2
CDC73	12	No	TSG	Missense somatic drivers in other tissues	1	0.31276476089823	1	1	0.0199	1	1	1	1	1	1	1	0.1019812843656	1	1	1
MATK	8	No	N/A	No	0.5334369	1	1	1	0.333	1	1	1	1	1	1	1	0.155872626185575	1	1	0
ZNF844	6	No	N/A	No	1	1	0.0301408657406	1	0.841	1	1	1	1	1	1	1	1	1	1	1
MMP15	5	No	N/A	No	0.9124133	1	1	1	0.834	1	1	1	1	1	0.92874	1	1	1	1	0
PLAGL2	6	No	N/A	No	1	1	1	1	0.486	1	1	1	1	1	1	1	1	1	1	0
U2AF1	13	No	Unk	Missense somatic drivers in other tissues	5.051355e-05	6.55698009402086e-07	3.39481891484e-09	4.028522e-23	1.96e-05	1.28424742614049e-06	1	1	1	1	1	1.01e-05	1	1.77974970433509e-19	0.0004288054	9
KRTAP4-2	7	No	N/A	No	0.4530081	1	1	1	0.37	1	1	1	1	1	1	1	1	1	1	0
CYFIP2	16	No	N/A	No	1	0.367636152620311	1	1	0.708	1	1	1	1	1	0.978903	1	1	1	1	0
EGFR	86	No	Unk	Missense somatic drivers in other tissues	1.013134e-12	0	1.39456060707e-05	4.212646e-52	1.38e-05	2.15835276449724e-21	5.49637331029646e-06	5.031351e-42	5.031351e-42	5e-04	0.434966	4.132e-20	2.32616365531538e-31	2.0497612172115e-63	1.065926e-05	14
NOL6	10	No	N/A	No	1	1	1	1	0.551	1	1	1	1	1	0.921578	1	1	1	1	0
STK11IP	12	No	N/A	No	0.5734033	1	1	1	0.918	1	1	1	1	1	1	1	1	1	1	0
CYP1A1	9	No	N/A	No	0.02067947	1	1	1	0.29	1	1	1	1	1	0.851184	1	1	1	1	1
TRMT6	8	No	N/A	No	0.7809876	1	1	1	0.674	1	1	1	1	1	1	1	0.205538892799868	1	1	0
PCDH8	31	No	N/A	No	0.0003329672	1	1	1	0.0401	1	1	1	1	1	0.904178	1	1	1	1	2
NOC2L	12	No	N/A	No	1	1	1	1	0.333	1	1	1	1	1	1	1	0.0419608496094178	1	1	1
