Gene	Tissue	NPat	KnownDriver	Mode	AllDriver	MutSigCV	OncodriveFM	OncodriveCLUST	NMC	MutSig-CL	e-Driver	e-Driver3D	iPAC	GraphPAC	SpacePAC	CLUMPS	iSIMPRe	ActiveDriver	Hotspot	LowMACA	Detected
USP17L2	luad	11	No	N/A	No	1	1	1	1	0.22	1	1	1	1	1	1	1	1	1	1	0
TAF9	luad	6	No	N/A	No	1	1	1	1	0.757	1	1	1	1	1	1	1	1	1	1	0
WSCD1	luad	11	No	N/A	No	0.2573751	1	1	1	0.463	1	1	1	1	1	1	1	1	1	1	0
OR13D1	luad	8	No	N/A	No	0.3408539	1	1	1	0.027	1	1	1	1	1	1	1	1	1	1	1
ADAM29	luad	21	No	N/A	No	1	1	1	0.0001560076	0.502	0.869926402567891	1	1	1	1	0.109194	1	1	1	1	1
FBXL5	luad	6	No	N/A	No	1	0.0297903219423945	2.7584591786e-08	0.00177522	0.476	1	1	1	1	1	1	1	1	1	1	3
QDPR	luad	9	No	N/A	No	0.1018109	0.752482364005036	1	1	0.097	1	1	1	1	1	0.899606	1	1	1	1	0
EEF1A2	luad	9	No	N/A	No	0.467144	1	1	1	0.444	1	1	0.001788273	0.001788273	0.031	0.851184	1	1	1	1	3
OR5M3	luad	19	No	N/A	No	2.987736e-06	1	1	1	0.0262	1	1	1	1	1	0.673361	1	1	1	1	2
POMC	luad	6	No	N/A	No	0.2488751	1	1	1	0.323	1	1	1	1	1	1	1	1	1	1	0
ABL2	luad	23	No	OG	Other somatic drivers in other tissues	1	0.545500564569676	1	1	0.776	1	1	1	1	1	1	1	0.00356328694389321	1	1	1
USP36	luad	7	No	N/A	No	1	1	1	1	0.953	1	1	1	1	1	1	1	0.123409458603606	1	1	0
C15orf39	luad	5	No	N/A	No	1	1	1	1	0.355	1	1	1	1	1	1	1	1	1	1	0
TCF21	luad	5	No	N/A	No	0.6334155	1	1	1	0.953	1	1	1	1	1	1	1	1	1	1	0
CUL2	luad	8	No	N/A	No	1	0.0598907885570391	1	1	0.259	1	1	1	1	1	1	1	1	1	1	0
PTGER4	luad	7	No	N/A	No	1	1	1	1	0.18	1	1	1	1	1	1	1	0.0947240310947964	1	1	0
ELMO3	luad	6	No	N/A	No	1	1	1	1	0.407	1	1	1	1	1	1	1	1	1	1	0
OR51I1	luad	8	No	N/A	No	0.7743208	1	1	1	0.0945	1	1	1	1	1	0.902385	1	1	1	1	0
TMEM202	luad	5	No	N/A	No	0.1899632	1	1	1	0.128	1	1	1	1	1	1	1	1	1	1	0
MLLT6	luad	10	No	Unk	Other somatic drivers in other tissues	1	1	1	1	0.52	1	1	1	1	1	1	1	1	1	1	0
SLCO2B1	luad	11	No	N/A	No	1	1	1	1	0.498	1	1	1	1	1	1	1	1	1	1	0
FAM135B	luad	101	No	N/A	No	0.5340565	1	1	1	0.526	1	1	1	1	1	1	1	1	1	1	0
MSANTD3-TMEFF1	luad	22	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CDH1	luad	6	No	TSG	Missense somatic drivers in other tissues	0.7451857	1	1	1	0.789	1	1	1	1	1	1	1	0.128732189767756	1	1	0
MAOA	luad	5	No	N/A	No	1	1	1	1	0.989	1	1	1	1	1	1	1	1	1	1	0
SECISBP2L	luad	14	No	N/A	No	0.7381616	0.0350308380672348	1	1	0.0514	1	1	1	1	1	1	1	1	1	1	1
ZNF318	luad	30	No	N/A	No	0.02112246	0.506561160872312	1	1	0.234	1	1	1	1	1	1	1	0.00130382305427924	1	1	2
KLHL18	luad	9	No	N/A	No	0.1058219	0.121496610998601	1	1	0.737	1	1	1	1	1	1	1	1	1	1	0
NELFB	luad	8	No	N/A	No	1	0.782829620228197	1	1	1	1	1	1	1	1	1	1	0.0641074029105612	1	1	0
FYB	luad	24	No	N/A	No	1	1	1	1	0.963	1	1	1	1	1	1	1	1	1	1	0
WSCD2	luad	28	No	N/A	No	0.9366793	1	1	1	0.212	1	1	1	1	1	0.929167	1	1	1	1	0
SPECC1L	luad	11	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NPY1R	luad	16	No	N/A	No	0.5312083	1	1	1	0.842	1	1	1	1	1	0.727521	1	1	1	1	0
LZTS1	luad	15	No	N/A	No	0.04098691	1	1	1	0.619	0.977836716081565	1	1	1	1	1	1	1	1	1	1
HIST1H2BI	luad	9	No	N/A	No	0.6460131	1	1	1	0.216	1	1	1	1	1	1	1	1	1	1	0
VPS25	luad	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DUSP27	luad	52	No	N/A	No	2.345034e-05	1	1	1	0.518	1	1	1	1	1	1	1	1	1	1	1
RHPN2	luad	16	No	N/A	No	0.6285847	1	0.22129056329	1	0.807	1	1	1	1	1	0.727521	1	1	1	1	0
UBOX5	luad	14	No	N/A	No	1	1	1	1	0.226	1	1	1	1	1	1	1	1	1	1	0
DHRS7C	luad	5	No	N/A	No	1	1	1	1	0.508	1	1	1	1	1	1	1	1	1	1	0
SLC6A5	luad	26	No	N/A	No	1	1	1	1	0.292	1	1	1	1	1	0.953298	1	1	1	1	0
MED7	luad	5	No	N/A	No	0.8265595	1	1	1	0.577	1	1	1	1	1	1	1	1	1	1	0
OR8D4	luad	16	No	N/A	No	0.0725855	1	1	1	0.899	1	1	1	1	1	0.984243	1	1	1	1	0
EEF2	luad	7	No	N/A	No	0.7571191	1	1	1	0.477	1	1	1	1	1	1	1	0.00332007845737491	1	1	1
NRCAM	luad	36	No	N/A	No	0.003642532	0.836040569749695	1	1	0.433	1	1	1	1	1	0.837667	1	1	1	1	1
PLA2G6	luad	5	No	N/A	No	1	1	1	1	0.562	1	1	1	1	1	1	1	1	1	1	0
TTLL6	luad	5	No	N/A	No	1	1	1	1	0.391	1	1	1	1	1	1	1	1	1	1	0
MERTK	luad	13	No	N/A	No	1	1	1	1	0.751	1	1	1	1	1	1	1	0.171340889325947	1	1	0
ZNF326	luad	5	No	N/A	No	0.7147353	0.455368675523242	1	1	0.141	1	1	1	1	1	1	1	1	1	1	0
RASIP1	luad	15	No	N/A	No	0.4602274	1	1	1	0.923	1	1	1	1	1	1	1	1	1	1	0
SDF4	luad	10	No	N/A	No	1	1	1	1	0.34	1	1	1	1	1	1	1	1	1	1	0
ZNF433	luad	5	No	N/A	No	1	0.960701870272181	1	1	0.83	1	1	1	1	1	1	1	0.136584176224558	1	1	0
ACVR1	luad	7	No	OG	Missense somatic drivers in other tissues	1	0.657230271327945	1	1	0.106	1	1	1	1	1	0.775086	1	1	1	1	0
KEAP1	luad	95	No	TSG	Missense somatic drivers in other tissues	6.348973e-12	0	0.0193326736913	1.666277e-07	0	1	1	1.097375e-06	1.036369e-07	5e-04	0.51945	0.006749	1	1	1	9
ARIH1	luad	6	No	N/A	No	0.9553239	1	1	1	0.971	1	1	1	1	1	1	1	0.120834893988504	1	1	0
ATG9A	luad	11	No	N/A	No	1	1	1	1	0.753	1	1	1	1	1	1	1	0.181114322762641	1	1	0
CAPRIN2	luad	11	No	N/A	No	1	1	0.204009720262	1	0.588	1	1	1	1	1	1	1	0.162725713410855	1	1	0
LGI1	luad	10	No	N/A	No	0.4083555	1	1	1	0.675	1	1	1	1	1	1	1	1	1	1	0
GBP4	luad	21	No	N/A	No	0.455088	1	1	1	0.9	1	1	1	1	1	0.943877	1	1	1	1	0
INSR	luad	10	No	N/A	No	1	1	1	1	0.81	1	1	1	1	1	0.953733	1	0.10668509146783	1	1	0
SNRPD3	luad	7	No	N/A	No	0.2807391	0.455383509779498	1	1	0.587	1	1	1	1	1	1	1	1	2.60344122423649e-08	1	1
SLC26A5	luad	9	No	N/A	No	0.8126539	1	1	1	0.715	1	1	1	1	1	1	1	1	1	1	0
ZNF594	luad	9	No	N/A	No	1	1	0.0634165244918	1	0.306	1	1	1	1	1	1	1	1	1	1	0
RP11-296A16.1	luad	8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
BAG6	luad	14	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OLFM4	luad	26	No	N/A	No	1.749531e-05	1	1	1	0.988	1	1	1	1	1	0.966699	1	1	1	1	1
MLKL	luad	5	No	N/A	No	1	1	1	1	0.22	1	1	1	1	1	1	1	0.173210812858429	1	1	0
ERGIC3	luad	5	No	N/A	No	0.388305	0.438758469936434	1	1	0.428	1	1	1	1	1	1	1	1	1	1	0
ZWILCH	luad	15	No	N/A	No	0.5996537	1	1	1	0.525	1	1	1	1	1	1	1	1	1	1	0
OR52A5	luad	14	No	N/A	No	0.3649092	1	1	1	0.592	1	1	1	1	1	0.853347	1	1	1	1	0
SLC6A2	luad	16	No	N/A	No	0.799855	1	1	1	0.903	1	1	1	1	1	0.867504	1	1	1	1	0
B4GALT5	luad	6	No	N/A	No	0.2169552	1	1	1	0.881	1	1	1	1	1	1	1	1	1	1	0
S1PR1	luad	12	No	N/A	No	0.102667	1	0.100384925611	1	0.302	1	1	1	1	1	0.902385	1	1	1	1	0
MRC2	luad	12	No	N/A	No	1	1	1	1	0.902	1	1	1	1	1	1	1	1	1	1	0
PHEX	luad	19	No	N/A	No	1	1	1	1	0.0926	1	1	1	1	1	0.727521	1	1	1	1	0
RAD54L	luad	12	No	N/A	No	0.9611636	1	1	1	0.342	1	1	1	1	1	0.904178	1	1	1	1	0
ELAVL2	luad	13	No	N/A	No	0.5310356	1	1	1	0.732	1	1	1	1	1	0.924518	1	1	1	1	0
INO80	luad	11	No	N/A	No	0.8626082	0.858505893122272	0.204040359448	1	0.00196	1	1	1	1	1	1	1	1	1	1	1
KRTAP10-12	luad	6	No	N/A	No	0.5650756	1	1	1	0.107	1	1	1	1	1	1	1	1	1	1	0
LCE2A	luad	8	No	N/A	No	0.0242969	1	1	1	0.414	1	1	1	1	1	1	1	1	1	1	1
SDPR	luad	10	No	N/A	No	0.2712624	1	0.100384925611	1	0.453	1	1	1	1	1	1	1	1	1	1	0
RHEB	luad	5	No	N/A	No	0.2471748	1	1	1	0.0237	1	1	1	1	1	1	1	1	1	1	1
ATP5F1	luad	6	No	N/A	No	0.6126968	0.541328026938024	1	1	0.584	1	1	1	1	1	1	1	1	1	1	0
RNF130	luad	7	No	N/A	No	0.4051617	0.415972084116031	0.0634165244918	1	0.807	1	1	1	1	1	1	1	1	1	1	0
PTPDC1	luad	5	No	N/A	No	1	1	1	1	0.316	1	1	1	1	1	1	1	0.114816359112026	1	1	0
NAA60	luad	8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
NLRP5	luad	49	No	N/A	No	0.6590371	1	1	5.58527e-09	0.00484	1	1	1	1	1	0.953733	1	1	1	1	2
KANSL1	luad	18	No	N/A	No	1	0.372721026586829	0.308925641919	1	1	1	1	1	1	1	1	1	1	1	1	0
LEPREL4	luad	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
HSPD1	luad	5	No	N/A	No	1	1	1	1	0.535	1	1	1	1	1	1	1	1	1	1	0
MARCH6	luad	14	No	N/A	No	0.106247	1	0.264254949146	1	0.472	1	1	1	1	1	1	1	1	1	1	0
PRKAA2	luad	10	No	N/A	No	0.8822875	0.176363566314358	1	1	0.23	1	1	1	1	1	0.973198	1	0.178271789919542	1	1	0
CPSF1	luad	21	No	N/A	No	0.377424	0.603976216679951	0.264254949146	1	0.0482	1	1	1	1	1	1	1	0.208868488976038	1	1	1
GPT2	luad	5	No	N/A	No	0.5112051	0.62740395534843	1	1	0.461	1	1	1	1	1	1	1	1	1	1	0
CRLF1	luad	8	No	N/A	No	0.3890637	1	1	1	0.857	1	1	1	1	1	0.853347	1	1	1	1	0
KIFAP3	luad	11	No	N/A	No	0.7063118	1	1	1	0.147	0.528716577190097	1	1	1	1	1	1	0.119548269710141	1	1	0
MEN1	luad	7	No	TSG	Missense somatic drivers in other tissues	0.8119822	0.053904294502586	1	1	0.423	1	1	1	1	1	1	1	1	1	1	0
CCDC102B	luad	10	No	N/A	No	1	1	1	1	0.344	1	1	1	1	1	1	1	1	1	1	0
PRRT2	luad	9	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
UNC93A	luad	18	No	N/A	No	0.5189745	1	1	1	0.896	1	1	1	1	1	1	1	1	1	1	0
OR52N5	luad	9	No	N/A	No	1	1	1	1	0.614	0.841832270789032	1	1	1	1	1	1	1	1	1	0
PFDN2	luad	9	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CCDC88B	luad	7	No	N/A	No	1	1	1	1	0.972	1	1	1	1	1	1	1	1	1	1	0
ZNF479	luad	47	No	N/A	No	0.005750809	1	1	1	0.454	1	1	1	1	1	0.893218	1	1	1	1	1
ZNF136	luad	6	No	N/A	No	1	0.12837839683275	1	1	0.0411	1	1	1	1	1	1	1	1	1	1	1
LPA	luad	46	No	N/A	No	0.6078148	1	1	1.838676e-09	0.52	0.433601460259138	1	1	1	1	0.827475	1	1	1	1	1
ZDHHC8	luad	8	No	N/A	No	0.738758	0.0974720164909842	1	1	0.94	1	1	1	1	1	1	1	1	1	1	0
C11orf53	luad	5	No	N/A	No	1	1	1	1	0.967	1	1	1	1	1	1	1	1	1	1	0
CLOCK	luad	6	No	N/A	No	1	0.0054998538489468	1	1	0.178	1	1	1	1	1	1	1	0.13253253299098	1	1	1
CNNM4	luad	6	No	N/A	No	0.8813304	0.144100254818498	1	1	0.205	1	1	1	1	1	1	1	0.206590094064629	1	1	0
TESK1	luad	11	No	N/A	No	1	0.881403072097882	1	1	0.964	1	1	1	1	1	1	1	1	1	1	0
PCDHB8	luad	126	No	N/A	No	0.633843	1	1	1.496677e-05	0.544	0.967274043166423	1	1	1	1	0.727521	1	1	1	1	1
TRPS1	luad	67	No	N/A	No	0.009139938	0.00195190996893048	0.281939728329	1	0.344	1	1	1	1	1	1	1	0.148582506620496	1	1	2
SMYD1	luad	15	No	N/A	No	1	1	1	1	0.0705	1	1	1	1	1	0.988548	1	1	1	1	0
A2M	luad	23	No	N/A	No	0.01023961	0.0941431562047218	1	1	0.559	1	1	1	1	1	0.816222	1	1	1	1	1
TSHB	luad	5	No	N/A	No	0.007672158	1	1	1	0.495	1	1	1	1	1	0.812843	1	1	1	1	1
RP11-371E8.4	luad	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
LHFPL1	luad	7	No	N/A	No	1	1	1	1	0.903	1	1	1	1	1	1	1	1	1	1	0
SYPL2	luad	8	No	N/A	No	0.4999141	1	1	1	0.723	1	1	1	1	1	1	1	1	1	1	0
GLB1L2	luad	6	No	N/A	No	1	1	0.0301408657406	1	0.375	1	1	1	1	1	0.904408	1	1	1	1	1
TBC1D1	luad	13	No	N/A	No	0.8265595	0.857742621352967	1	1	0.158	1	1	1	1	1	1	1	0.118976882268125	1	1	0
ITGB4	luad	15	No	N/A	No	1	0.577152755977501	1	1	0.217	1	1	1	1	1	1	1	0.00636103553551057	1	1	1
MEF2C	luad	6	No	N/A	No	1	0.260222779164756	1	1	0.483	1	1	1	1	1	1	1	1	1	1	0
TIMD4	luad	19	No	N/A	No	0.002516166	1	1	1	0.895	1	1	1	1	1	1	1	1	1	1	1
FXYD5	luad	11	No	N/A	No	0.8539279	0.933149478388634	1	1	0.831	1	1	1	1	1	1	1	1	1	1	0
NRM	luad	8	No	N/A	No	0.4889566	0.106287850183433	1	1	0.89	1	1	1	1	1	1	1	1	1	1	0
DNAH2	luad	35	No	N/A	No	1	1	1	1	0.914	1	1	1	1	1	0.952325	1	1	1	1	0
MT1M	luad	10	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
IGF2	luad	6	No	N/A	No	0.6733664	0.904282879234289	1	1	0.0832	1	1	1	1	1	1	1	1	1	1	0
ZNF382	luad	14	No	N/A	No	0.3027817	1	1	1	0.726	1	1	1	1	1	0.603107	1	1	1	1	0
OR14K1	luad	25	No	N/A	No	1	1	1	1	1	1	1	1	1	1	0.816222	1	1	1	1	0
RRBP1	luad	6	No	N/A	No	0.9740647	1	1	1	0.803	1	1	1	1	1	1	1	1	1	1	0
NLRP6	luad	13	No	N/A	No	0.3282867	1	1	1	0.0352	1	1	1	1	1	1	1	1	1	1	1
TOM1L1	luad	7	No	N/A	No	0.994049	0.360244106348929	1	1	0.312	1	1	1	1	1	1	1	0.0427902970581988	1	1	1
DRAP1	luad	8	No	N/A	No	0.09003811	0.828648297099652	1	1	0.35	1	1	1	1	1	1	1	1	1	1	0
HIST1H1E	luad	13	No	N/A	No	0.4940747	1	1	1	0.84	1	1	1	1	1	1	1	1	1	1	0
FUOM	luad	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
STK19	luad	17	No	N/A	No	1	0.0165361093438307	1	1	0.377	1	1	1	1	1	1	1	1	1	1	1
GCDH	luad	10	No	N/A	No	1	0.00800200069269091	0.000253782794914	1	0.81	1	1	1	1	1	0.929167	1	1	1	1	2
PRAMEF10	luad	6	No	N/A	No	0.9007008	1	1	1	0.105	1	1	1	1	1	1	1	1	1	1	0
LCE3D	luad	7	No	N/A	No	0.008496302	1	1	1	0.271	1	1	1	1	1	1	1	1	1	1	1
RAB13	luad	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
FKBP3	luad	9	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZNF236	luad	25	No	N/A	No	0.08883933	0.989731776793147	0.372604809374	1	0.118	1	1	1	1	1	1	1	1	1	1	0
C9orf173	luad	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ATRN	luad	9	No	N/A	No	1	1	1	1	0.336	1	1	1	1	1	1	1	1	1	1	0
EVI2A	luad	9	No	N/A	No	0.4937085	1	1	1	0.594	1	1	1	1	1	1	1	1	1	1	0
TMEM120B	luad	5	No	N/A	No	0.9274715	1	1	1	0.158	1	1	1	1	1	1	1	1	1	1	0
APOL5	luad	5	No	N/A	No	1	1	1	1	0.784	1	1	1	1	1	1	1	1	1	1	0
AIF1L	luad	6	No	N/A	No	0.6241988	1	1	1	0.641	1	1	1	1	1	1	1	1	1	1	0
MYRF	luad	18	No	N/A	No	1	0.682940348881172	1	1	1	1	1	1	1	1	1	1	1	1	1	0
HSPA4L	luad	6	No	N/A	No	1	1	1	1	0.569	1	1	1	1	1	1	1	1	1	1	0
ADCY6	luad	8	No	N/A	No	1	1	0.0107520760273	1	0.0313	0.730397871991301	1	1	1	1	0.953733	1	1	1	1	2
PTPRR	luad	25	No	N/A	No	0.3496614	1	1	1	0.237	1	1	1	1	1	0.617724	1	1	1	1	0
PCDHGB1	luad	281	No	N/A	No	1	1	1	1	0.717	1	1	1	1	1	0.922257	1	1	1	1	0
PRDM5	luad	9	No	N/A	No	1	1	1	1	0.389	1	1	1	1	1	1	1	1	1	1	0
SPARCL1	luad	6	No	N/A	No	1	1	1	1	0.234	1	1	1	1	1	1	1	0.190586926069797	1	1	0
LGALS2	luad	10	No	N/A	No	0.009048094	1	1	1	0.267	1	1	1	1	1	1	1	1	1	1	1
FGD4	luad	11	No	N/A	No	0.4682963	0.72827622476431	1	1	0.0747	1	1	1	1	1	0.866928	1	1	1	1	0
OR10S1	luad	11	No	N/A	No	0.738758	1	1	1	0.179	1	1	1	1	1	0.813571	1	1	1	1	0
OR10A3	luad	5	No	N/A	No	0.3311438	1	1	1	0.788	1	1	1	1	1	1	1	1	1	1	0
CKAP4	luad	9	No	N/A	No	0.137652	1	1	1	0.937	1	1	1	1	1	1	1	1	1	1	0
DSC2	luad	23	No	N/A	No	0.02066139	0.0615464051329823	1	1	0.208	1	1	1	1	1	0.837137	1	1	1	1	1
DAOA	luad	11	No	N/A	No	1	1	1	1	0.372	1	1	1	1	1	1	1	1	1	1	0
SPANXC	luad	5	No	N/A	No	1	1	1	1	0.228	1	1	1	1	1	1	1	1	1	1	0
NSUN2	luad	15	No	N/A	No	0.3463486	0.161216329792948	0.281939728329	1	0.0661	1	1	1	1	1	0.952325	1	0.167527770929479	1	1	0
RUFY2	luad	11	No	N/A	No	0.1430908	0.0508808252661392	1	1	0.0356	1	1	1	1	1	1	1	1	1	1	1
IMMP1L	luad	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PPM1H	luad	9	No	N/A	No	0.4001837	1	1	1	0.17	1	1	1	1	1	1	1	1	1	1	0
LRIT3	luad	8	No	N/A	No	0.2495597	1	1	1	0.456	1	1	1	1	1	1	1	1	1	1	0
PPM1L	luad	8	No	N/A	No	1	1	1	1	0.0868	1	1	1	1	1	0.851184	1	1	1	1	0
SLC3A2	luad	7	No	N/A	No	0.6896758	1	1	1	0.377	1	1	1	1	1	0.91223	1	1	1	1	0
RNASEL	luad	9	No	N/A	No	1	1	1	1	0.902	1	1	1	1	1	0.981341	1	1	1	1	0
PRKAG3	luad	8	No	N/A	No	0.9305669	1	1	1	0.85	1	1	1	1	1	0.943997	1	1	1	1	0
MSC	luad	14	No	N/A	No	0.5648919	1	1	1	0.628	1	1	1	1	1	1	1	1	1	1	0
FAM49B	luad	5	No	N/A	No	0.8524196	0.907774341103367	1	1	0.294	1	1	1	1	1	1	1	1	1	1	0
HSPA2	luad	11	No	N/A	No	0.3649092	4.96665383695194e-06	1	1	0.352	1	1	1	1	1	0.847668	1	1	1	1	1
ANO5	luad	25	No	N/A	No	1	1	1	1	0.216	1	1	1	1	1	0.802339	1	1	1	1	0
TBC1D5	luad	13	No	N/A	No	1	0.578868775442473	1	1	0.307	1	1	1	1	1	1	1	1	1	1	0
ARHGAP4	luad	21	No	N/A	No	0.3761604	0.024844527259057	0.204009720262	1	0.536	1	1	1	1	1	0.851184	1	0.0104106031803799	1	1	2
STRN3	luad	12	No	N/A	No	0.05520764	1	1	1	0.0119	1	1	1	1	1	0.940867	1	0.12314661719958	1	1	1
SHOC2	luad	7	No	N/A	No	1	1	1	1	0.876	1	1	1	1	1	0.826273	1	1	1	1	0
CA1	luad	6	No	N/A	No	0.564696	1	1	1	0.44	1	1	1	1	1	0.921578	1	1	1	1	0
OR11H12	luad	9	No	N/A	No	0.3315518	1	1	0.0002095818	0.99	1	1	1	1	1	0.501376	1	1	1	1	1
ZNF516	luad	11	No	N/A	No	1	1	1	1	0.105	1	1	1	1	1	1	1	1	1	1	0
COL1A1	luad	21	No	OG	Other somatic drivers in other tissues	0.09985297	0.0124042539313414	1	1	0.247	1	1	1	1	1	1	1	1	1	1	1
IL13RA2	luad	13	No	N/A	No	0.02671661	1	1	1	0.334	1	1	1	1	1	0.6926	1	1	1	1	1
MGAT1	luad	7	No	N/A	No	0.847025	0.0160063898949485	1	1	0.204	1	1	1	1	1	0.629636	1	1	1	1	1
CNTLN	luad	19	No	N/A	No	1	0.0178015738909643	0.333708167306	1	0.113	1	1	1	1	1	1	1	0.109492264821322	1	1	1
RAB27B	luad	5	No	N/A	No	1	1	1	1	0.521	1	1	1	1	1	1	1	1	1	1	0
OR10P1	luad	8	No	N/A	No	0.3405659	1	1	1	0.822	1	1	1	1	1	1	1	1	1	1	0
FAT2	luad	47	No	N/A	No	1	1	1	1	0.315	0.977836716081565	1	1	1	1	0.8686	1	1	1	1	0
OSBPL2	luad	5	No	N/A	No	1	1	1	1	0.817	1	1	1	1	1	1	1	1	1	1	0
ATP7A	luad	37	No	N/A	No	0.7932307	1	0.406595835979	1	0.521	1	1	1	1	1	0.866928	1	1	1	1	0
KDM6A	luad	12	No	Unk	Other somatic drivers in other tissues	1	0.491134640953896	1	1	0.554	1	1	1	1	1	0.921578	1	1	1	1	0
IQCJ	luad	7	No	N/A	No	0.2477727	1	1	1	0.946	1	1	1	1	1	1	1	1	1	1	0
CCDC28A	luad	7	No	N/A	No	0.2614862	0.47271569895434	1	1	0.745	1	1	1	1	1	1	1	1	1	1	0
TTI1	luad	17	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PLSCR5	luad	5	No	N/A	No	1	1	1	1	0.243	1	1	1	1	1	1	1	1	1	1	0
ZNF283	luad	6	No	N/A	No	0.5363665	1	1	1	0.646	1	1	1	1	1	1	1	1	1	1	0
CNTNAP4	luad	55	No	N/A	No	0.628928	1	1	1	0.399	1	1	1	1	1	0.789492	1	1	1	1	0
PKNOX2	luad	15	No	N/A	No	0.4657443	1	1	1	0.672	0.819816808191051	1	1	1	1	1	1	1	1	1	0
GEMIN7	luad	6	No	N/A	No	0.1650204	1	0.0107520760273	1	0.889	1	1	1	1	1	1	1	1	1	1	1
LIMK1	luad	6	No	N/A	No	1	1	1	1	0.155	1	1	1	1	1	1	1	0.0160409956239191	9.95139793715228e-07	1	2
ERC1	luad	13	No	Unk	Other somatic drivers in other tissues	1	1	1	1	0.377	1	1	1	1	1	1	1	1	1	1	0
OR2L13	luad	149	No	N/A	No	1	1	1	1	0.615	1	1	1	1	1	0.981498	1	1	1	1	0
OR52I2	luad	10	No	N/A	No	0.9310928	1	1	1	0.131	1	1	1	1	1	0.924518	1	1	1	1	0
DRAXIN	luad	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ACSS2	luad	5	No	N/A	No	1	1	1	1	0.524	1	1	1	1	1	1	1	0.0706902237392568	1	1	0
MCM9	luad	6	No	N/A	No	1	1	1	1	0.325	1	1	1	1	1	1	1	1	1	1	0
NFIA	luad	6	No	N/A	No	1	1	1	1	0.773	1	1	1	1	1	1	1	1	1	1	0
LONP2	luad	10	No	N/A	No	1	1.74160639755992e-08	1	1	0.128	1	1	1	1	1	1	1	1	1	1	1
KIF20A	luad	10	No	N/A	No	1	1	1	1	0.835	1	1	1	1	1	1	1	1	1	1	0
MTMR4	luad	16	No	N/A	No	1	1	1	1	0.9	1	1	1	1	1	1	1	1	1	1	0
EHBP1	luad	14	No	N/A	No	0.9107421	1	1	1	0.962	0.988185547884056	1	1	1	1	1	1	1	1	1	0
OR10G9	luad	12	No	N/A	No	0.3525512	1	1	1	0.577	1	1	1	1	1	0.922588	1	1	1	1	0
PSD4	luad	7	No	N/A	No	1	1	1	1	0.982	1	1	1	1	1	1	1	1	1	1	0
R3HDM1	luad	14	No	N/A	No	0.6834442	0.117605197771284	0.242974966049	1	0.772	1	1	1	1	1	1	1	0.0974246420989309	1	1	0
MYH15	luad	33	No	N/A	No	0.8915177	1	1	1	0.202	1	1	1	1	1	0.92874	1	1	1	1	0
LRRN4	luad	5	No	N/A	No	1	1	1	1	0.181	1	1	1	1	1	1	1	1	1	1	0
FRMD6	luad	14	No	N/A	No	0.004594075	0.719239343242588	1	1	0.388	1	1	1	1	1	1	1	1	1	1	1
METTL2B	luad	5	No	N/A	No	0.4310067	0.951303962905868	1	1	0.000204	1	1	1	1	1	1	1	1	1	1	1
RAB11FIP3	luad	6	No	N/A	No	0.8832809	0.482969315520087	0.0301408657406	1	0.579	1	1	1	1	1	1	1	1	1	1	1
PFKFB4	luad	6	No	N/A	No	0.904334	0.012473082699077	1	1	0.13	1	1	1	1	1	0.9615	1	1	1	1	1
FMO1	luad	24	No	N/A	No	0.002504138	1	1	1	0.428	1	1	1	1	1	0.629636	1	1	1	1	1
KCNMA1	luad	19	No	N/A	No	1	1	1	1	0.282	1	1	1	1	1	0.943882	1	1	1	1	0
GIMAP1	luad	12	No	N/A	No	0.09335714	1	1	1	0.567	1	1	1	1	1	0.502135	1	1	1	1	0
BICD2	luad	6	No	N/A	No	1	0.44715301746946	0.0107520760273	1	0.394	1	1	1	1	1	1	1	1	1	1	1
TIMP1	luad	5	No	N/A	No	1	0.97835512181778	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ENDOD1	luad	6	No	N/A	No	1	1	1	1	0.974	1	1	1	1	1	1	1	0.103062532335135	1	1	0
